序号,链接,标题,匹配语料
181,https://tass.ru/ekonomika/23936023,FT: США предостерегли компании от использования чипов Huawei14 мая 2025,Американская администрация порекомендовала компаниям по всему миру отказаться от использования чипов искусственного интеллекта (ИИ) китайского производителя Huawei.
182,https://tass.ru/ekonomika/23936023,FT: США предостерегли компании от использования чипов Huawei14 мая 2025,"Согласно заявлению американского министерства торговли, процессоры Ascend от Huawei подлежат экспортному контролю, поскольку они почти наверняка содержат американские технологии или были изготовлены с их использованием."
183,https://tass.ru/ekonomika/23936023,FT: США предостерегли компании от использования чипов Huawei14 мая 2025,"Ужесточение правил для иностранных чипов ИИ включает ""указание о том, что использование чипов Huawei Ascend в любой точке мира нарушает экспортный контроль США"", уточнили в Бюро по вопросам промышленности и безопасности при Минторге США."
184,https://tass.ru/ekonomika/23936023,FT: США предостерегли компании от использования чипов Huawei14 мая 2025,"Согласно информации бюро, рекомендации касаются трех чипов Huawei Ascend - 910B, 910C и 910D."
185,https://tass.ru/ekonomika/23936023,FT: США предостерегли компании от использования чипов Huawei14 мая 2025,"С подобным предупреждением Вашингтон выступил на фоне ""растущей обеспокоенности США той скоростью, с которой Huawei разрабатывает передовые чипы и другое оборудование для ИИ"", говорится в публикации."
186,https://tass.ru/ekonomika/23936023,FT: США предостерегли компании от использования чипов Huawei14 мая 2025,"Huawei начала поставлять клиентам в Китае ""кластеры"" ИИ-чипов, которые, согласно заявлению китайской компании, превосходят аналогичный продукт ведущего американского производителя ИИ-чипов Nvidia по таким ключевым показателям, как общая вычислительная мощность и объем памяти."
187,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"Politico: ЕК внесла в черный список связанные с Huawei организации ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная Экономика и бизнес Politico: ЕК внесла в черный список связанные с Huawei организации Представители комиссии не будут встречаться с лоббистскими группами или торговыми ассоциациями, представляющими интересы корпорации Редакция сайта ТАСС 24 апреля 2025, 06:27 БРЮССЕЛЬ, 24 апреля."
188,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"Еврокомиссия (ЕК) запретила сотрудникам встречи с представителями организаций, связанных с китайской корпорацией Huawei, после расследования предполагаемой коррупции в Европарламенте (ЕП), которая могла бы принести выгоду технологической компании КНР."
189,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"Представители ЕК ""не будут встречаться с какими-либо лоббистскими группами или торговыми ассоциациями, представляющими интересы Huawei, или же выступающими от ее имени"", - заявили изданию в пресс-службе исполнительного органа Евросоюза."
190,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"Брюссель запретил ""контакты и встречи"" с должностными лицами Huawei в марте, всего через несколько дней после того, как бельгийская прокуратура начала расследование предполагаемой коррупции в отношении деятельности китайской корпорации в бельгийской столице, напоминает газета."
191,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"В заявлении уточняется, что запрет распространяется на ""любых посредников, действующих от имени Huawei""."
192,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"Это послание, названное в материалах дела 5G, рассматривается как основное доказательство лоббизма интересов китайской корпорации, хотя в нем Huawei напрямую не упоминается, указывало издание."
193,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"Ранее прошли полицейские рейды в головном офисе Huawei в Брюсселе, обыски в Европарламенте, а также более чем в 20 локациях в Бельгии и Португалии."
194,https://tass.ru/ekonomika/23769111,Politico: ЕК внесла в черный список связанные с Huawei организации24 апреля 2025,"Ранее в Huawei заявляли, что ""компания придерживается позиции нулевой терпимости к коррупции и полностью привержена соблюдению всех законов и правил""."
195,https://tass.ru/obschestvo/23752963,На автосалоне в Шанхае компании со всего мира покажут более 100 новинок23 апреля 2025,На площадке автосалона представят результаты коллаборации Huawei с китайскими автопроизводителями.
196,https://tass.ru/ekonomika/23737469,CNBC: китайские производители ИИ-чипов выигрывают от экспортных ограничений в США21 апреля 2025,"Усиление экспортных ограничений США на поставки графических процессоров корпорации Nvidia в Китай может дать преимущество китайским производителям ИИ-чипов, включая Huawei и Cambricon."
197,https://tass.ru/ekonomika/23737469,CNBC: китайские производители ИИ-чипов выигрывают от экспортных ограничений в США21 апреля 2025,"Читайте также Как США вели торговые войны ""С учетом ограничений на H20 и другие графические процессоры, такие китайские альтернативы, как серия Ascend от Huawei, начинают набирать обороты."
198,https://tass.ru/ekonomika/23737469,CNBC: китайские производители ИИ-чипов выигрывают от экспортных ограничений в США21 апреля 2025,"Крупнейший в мире контрактный производитель полупроводников TSMC, выпускающий чипы Nvidia, выполняет американские требования экспортного ограничения, поэтому Huawei вынуждена обращаться к китайской SMIC, которая также оказывается под влиянием американских торговых мер и не имеет доступа к передовому оборудованию."
199,https://tass.ru/obschestvo/23663313,10Летающие авто и новые участники: чем удивит 5-е экспо потребительских товаров на Хайнане13 апреля 2025,"Лидирующие компании, такие как Huawei, iFLYTEK, Unitree Robotics и Tesla, продемонстрируют наиболее передовые решения."
200,https://tass.ru/obschestvo/23663313,10Летающие авто и новые участники: чем удивит 5-е экспо потребительских товаров на Хайнане13 апреля 2025,"Особый резонанс вызвала выставка 2023 года, когда впервые были представлены образцы ""умного города"" с технологиями 5G и искусственного интеллекта от компаний Huawei и ZTE."
201,https://tass.ru/ekonomika/23584833,FT: Samsung расширил сотрудничество с компаниями КНР из-за неудач на рынке США03 апреля 2025,"По данным консалтинговой компании SemiAnalysis, Samsung стал ""крупнейшим поставщиком в Китай интерфейсов HBM (High Bandwidth Memory)"", которые используются в серии чипов ИИ компании Huawei."
202,https://tass.ru/info/23574595,Как США вели торговые войны02 апреля 2025,"В это же время США стали использовать систему разного вида ограничений для китайских IT-компаний (ZTE, Huawei, Sugon и др.)."
203,https://tass.ru/obschestvo/23544969,"На Android выйдет посвященная СВО игра ""Отряд 22: ZOV""29 марта 2025","Толкач добавил, что игра ""точно выйдет в RuStore"", есть договоренность с Huawei по выпуску игры в AppGallery."
204,https://tass.ru/mezhdunarodnaya-panorama/23504579,Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов26 марта 2025,"Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная В мире Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов В феврале 2021 года три еврокомиссара получили письмо от восьми евродепутатов, в котором говорилось, что геополитическая напряженность между ЕС и КНР не должна влиять на развитие сетей 5G в сообществе Редакция сайта ТАСС 26 марта 2025, 07:04 БРЮССЕЛЬ, 26 марта."
205,https://tass.ru/mezhdunarodnaya-panorama/23504579,Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов26 марта 2025,"Прокуратура Бельгии начала расследование против корпорации Huawei, которая якобы заплатила восьми евродепутатам за открытое письмо в поддержку компании в 2021 году."
206,https://tass.ru/mezhdunarodnaya-panorama/23504579,Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов26 марта 2025,"Это письмо, названное в материалах дела 5G, рассматривается как основное доказательство лоббизма интересов китайской корпорации, хотя в нем Huawei напрямую не упоминается, пишет издание."
207,https://tass.ru/mezhdunarodnaya-panorama/23504579,Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов26 марта 2025,"Эта сделка якобы ""была одобрена китайским руководство Huawei, в частности <...> [директором] брюссельского офиса"", отмечается в материалах дела."
208,https://tass.ru/mezhdunarodnaya-panorama/23504579,Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов26 марта 2025,"Ранее прошли полицейские рейды в головном офисе Huawei в Брюсселе, обыски в Европарламенте, а также более чем в 20 локациях в Бельгии и Португалии."
209,https://tass.ru/mezhdunarodnaya-panorama/23504579,Politico: прокуратура Бельгии проверяет Huawei на предмет подкупа евродепутатов26 марта 2025,"На фоне расследования о коррупции в ЕП технологическая ассоциация DigitalEurope, представляющая интересы крупнейших IT-компаний и национальных технологических объединений, приостановила членство китайской корпорации Huawei."
210,https://tass.ru/ekonomika/23454827,Huawei представила широкоэкранный складной смартфон Pura X20 марта 2025,"Huawei представила широкоэкранный складной смартфон Pura X ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная Экономика и бизнес Huawei представила широкоэкранный складной смартфон Pura X Соотношение сторон дисплея в разложенном виде составляет 16:10 Редакция сайта ТАСС 20 марта 2025, 10:05 © VCG via Reuters Connect ШАНХАЙ, 20 марта."
211,https://tass.ru/ekonomika/23454827,Huawei представила широкоэкранный складной смартфон Pura X20 марта 2025,"Китайская компания Huawei представила складывающийся смартфон Pura X с широкоформатным дисплеем, соотношение сторон которого в разложенном виде составляет 16:10."
212,https://tass.ru/ekonomika/23454827,Huawei представила широкоэкранный складной смартфон Pura X20 марта 2025,Новая раскладушка Huawei работает на операционной системе HarmonyOS 5 и использует генеративный искусственный интеллект.
213,https://tass.ru/ekonomika/23440971,Euractiv: 14 стран ЕС не хотят отказываться от оборудования КНР для сетей 5G19 марта 2025,По меньшей мере 14 стран Евросоюза не хотят сокращать зависимость от оборудования китайских компаний Huawei и ZTE для развития сетей 5G.
214,https://tass.ru/ekonomika/23440971,Euractiv: 14 стран ЕС не хотят отказываться от оборудования КНР для сетей 5G19 марта 2025,"Генеральный директор Standart Consult в комментарии порталу заявил, что самая тревожная ситуация наблюдается в Германии, где около 59% всего телекоммуникационного оборудования приходится на Китай, в частности, железные дороги ФРГ сильно зависят от комплектующих Huawei."
215,https://tass.ru/ekonomika/23440971,Euractiv: 14 стран ЕС не хотят отказываться от оборудования КНР для сетей 5G19 марта 2025,"О санкциях против китайских IT-компаний В странах сообщества тема допуска китайских IT-корпораций к созданию сетей 5G возникла в связи с обвинениями США в адрес компании Huawei в наличии в продукции компании систем несанкционированного доступа (back door), которые якобы используются в целях шпионажа."
216,https://tass.ru/ekonomika/23440971,Euractiv: 14 стран ЕС не хотят отказываться от оборудования КНР для сетей 5G19 марта 2025,"В 2020 году Брюссель опубликовал рекомендации по исключению поставщиков оборудования, таких как Huawei, из цепочек поставок для создания 5G-сетей на территории сообщества."
217,https://tass.ru/info/23396861,Чем запомнился Джастин Трюдо на посту премьер-министра Канады14 марта 2025,Отношения Канады с Китаем также резко ухудшились после ареста по запросу США финансового директора компании Huawei Мэн Ваньчжоу в аэропорту Ванкувера в декабре 2018 года и ареста двух канадских бизнесменов в Китае (также в декабре 2018-го).
218,https://tass.ru/proisshestviya/23390311,В Бельгии провели обыски в офисах Huawei13 марта 2025,"В Бельгии провели обыски в офисах Huawei ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная Происшествия В Бельгии провели обыски в офисах Huawei Источники газеты Financial Times отмечают, что среди арестованных в рамках прошедших оперативных мероприятий есть бывшие евродепутаты Редакция сайта ТАСС 13 марта 2025, 14:31 БРЮССЕЛЬ, 13 марта."
219,https://tass.ru/proisshestviya/23390311,В Бельгии провели обыски в офисах Huawei13 марта 2025,"Бельгийская полиция провела в четверг в рамках рейдов, связанных с новым коррупционным делом в Европейском парламенте (ЕП), обыски в офисах китайской технологической компании Huawei в Брюсселе."
220,https://tass.ru/proisshestviya/23390311,В Бельгии провели обыски в офисах Huawei13 марта 2025,"По его данным, Huawei является объектом проводимого правоохранительными органами Бельгии расследования."
221,https://tass.ru/ekonomika/23256851,В РФ начинаются продажи тройного складного смартфона от Huawei27 февраля 2025,"В РФ начинаются продажи тройного складного смартфона от Huawei ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная Экономика и бизнес В РФ начинаются продажи тройного складного смартфона от Huawei В конструкции смартфона применены инновационные материалы, которые обеспечивают ему ультратонкий и гибкий корпус Редакция сайта ТАСС 27 февраля 2025, 11:02 МОСКВА, 27 февраля."
222,https://tass.ru/ekonomika/23256851,В РФ начинаются продажи тройного складного смартфона от Huawei27 февраля 2025,"Российские ретейлеры начинают продажи тройного складного смартфона Huawei Mate XT Ultimate Design, а также флагманского Huawei Mate 70 Pro."
223,https://tass.ru/ekonomika/23256851,В РФ начинаются продажи тройного складного смартфона от Huawei27 февраля 2025,"Как отметил коммерческий директор розничной сети МТС Алексей Помозов, чьи слова приводятся пресс-службой, на этапе предзаказа в компании увидели высокий интерес покупателей не только к Huawei Mate 70 Pro, но и к первому тройному складному смартфону Huawei Mate XT."
224,https://tass.ru/ekonomika/23256851,В РФ начинаются продажи тройного складного смартфона от Huawei27 февраля 2025,"Стоимость телефона объемом памяти 1 Тб у ретейлеров ""M.Видео"", MТС, DNS, ""Ситилинк"", Ozon, официальном магазине Huawei и Restore, составит 339,9 тыс."
225,https://tass.ru/ekonomika/23256851,В РФ начинаются продажи тройного складного смартфона от Huawei27 февраля 2025,"Кроме того, ретейлеры начинают продажи смартфона Huawei Mate 70 Pro, который, как и Mate XT, оснащен камерой Xmage с функцией живых фото на основе искусственного интеллекта."
226,https://tass.ru/ekonomika/23256851,В РФ начинаются продажи тройного складного смартфона от Huawei27 февраля 2025,Смартфон Huawei Mate 70 Pro оснащен функциями на базе искусственного интеллекта.
227,https://tass.ru/ekonomika/23256851,В РФ начинаются продажи тройного складного смартфона от Huawei27 февраля 2025,"рублей и также будет продаваться ""M.Видео"", MТС, DNS, ""Ситилинк"", Ozon, официальном магазине Huawei и Restore."
228,https://tass.ru/ekonomika/23238737,FT: Huawei значительно нарастила мощности по производству ИИ-чипов25 февраля 2025,"FT: Huawei значительно нарастила мощности по производству ИИ-чипов ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная Экономика и бизнес FT: Huawei значительно нарастила мощности по производству ИИ-чипов Китайская технологическая корпорация увеличила долю собственных чипов в продукции Редакция сайта ТАСС 25 февраля 2025, 09:59 ЛОНДОН, 25 февраля."
229,https://tass.ru/ekonomika/23238737,FT: Huawei значительно нарастила мощности по производству ИИ-чипов25 февраля 2025,"Китайская технологическая корпорация Huawei значительно нарастила свои мощности по производству ИИ-чипов, увеличив долю собственных чипов в продукции."
230,https://tass.ru/ekonomika/23238737,FT: Huawei значительно нарастила мощности по производству ИИ-чипов25 февраля 2025,"По ее информации, Huawei увеличила долю собственных ИИ-чипов в продукции с 20% до 40% за последний год."
231,https://tass.ru/ekonomika/23238737,FT: Huawei значительно нарастила мощности по производству ИИ-чипов25 февраля 2025,"В ноябре 2024 года агентство Reuters сообщало, что Huawei намерена в начале 2025 года запустить массовое производство новейших чипов, предназначенных для разработок в сфере ИИ, несмотря на введенные Вашингтоном ограничения на поставку китайских полупроводников в страну."
232,https://tass.ru/ekonomika/23238737,FT: Huawei значительно нарастила мощности по производству ИИ-чипов25 февраля 2025,"Смартфоны Huawei, продажам которых в течение нескольких лет препятствовали США, заняли первое место на китайском рынке по объемам поставок в первой половине 2024 года."
233,https://tass.ru/ekonomika/23236205,Bloomberg: администрация Трампа ужесточит ограничения на экспорт чипов в КНР25 февраля 2025,"Как пишет Bloomberg, в данный момент на повестке дня в США стоит вопрос недопущения покупок китайской компанией ChangXin Memory Technologies американских технологий, а также ужесточения ограничений в отношении основного партнера техногиганта Huawei - корпорации Semiconductor Manufacturing International Corp."
234,https://tass.ru/ekonomika/23223001,ФСТЭК увидела угрозу в использовании OC на исходном коде Android в госкорпорациях24 февраля 2025,"Но некоторые проекты, такие как новая операционка от Huawei - HarmonyOS Next - уже не имеют компонентов AOSP."
235,https://tass.ru/novosti-partnerov/23207667,Россия и Саудовская Аравия укрепляют взаимоотношения в области инновационного развития21 февраля 2025,"Всего за 2 дня в рамках мероприятия было проведено более 50 целевых встреч с саудовскими партнерами, среди которых Saudi Aramco, ZAIN Bahrain, Huawei, MAADEN, Sharooq VC, The CODE и другие."
236,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная Экономика и бизнес Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei Предзаказ на него открыли 18 февраля Редакция сайта ТАСС 18 февраля 2025, 15:39 МОСКВА, 18 февраля."
237,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,Российские ретейлеры ожидают высокого интереса россиян к трехскладному смартфону Huawei Mate XT Ultimate Design.
238,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"""Мы ожидаем высокий интерес к Huawei Mate XT Ultimate Design - первому тройному складному смартфону, представленному на российском рынке"", - сказала руководитель департамента ""Телеком и гаджеты"" группы ""М.Видео - Эльдорадо"" Екатерина Иксанова."
239,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"Российские ретейлеры открыли 18 февраля предзаказ на новые трехскладные смартфоны Huawei Mate XT Ultimate Design, а также ряд других устройств от производителя, следует из сообщений компаний."
240,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"Стоимость телефона объемом памяти 1 Тб по предзаказу у ретейлеров МТС, ""М.Видео - Эльдорадо"" и на официальном сайте Huawei составит 339,9 тыс."
241,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"О других продуктах Кроме того, ретейлеры откроют предзаказ на смартфон Huawei Mate 70 Pro, который, как и Mate XT, оснащен камерой Xmage с функцией живых фото на основе искусственного интеллекта."
242,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"Исканова отметила, то количество предзаказов на Huawei Mate 70 Pro в первый день на 30% выше, чем на Huawei Pura 70 Ultra в 2024 году."
243,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"В пресс-службе МТС отметили, что количество предзаказов на телефон в первый день на 20% выше, чем на Huawei Pura 70 Pro в мае 2024 года."
244,https://tass.ru/ekonomika/23177353,Ретейлеры ожидают высокого интереса россиян к трехскладному смартфону от Huawei18 февраля 2025,"Также для предзаказа у ретейлеров стал доступен планшет Huawei MatePad Pro 13,2."
245,https://tass.ru/info/23102655,История торговых войн США11 февраля 2025,"В это же время США стали использовать систему разного вида ограничений для китайских IT-компаний (ZTE, Huawei, Sugon и др.)."
246,https://tass.ru/ekonomika/22999447,DeepSeek возглавил топ бесплатных приложений в российском Google Play29 января 2025,В магазине приложений для смартфонов Huawei App Gallery оно также входит в топ популярных.
247,https://tass.ru/ekonomika/22995405,DeepSeek возглавил топ бесплатных приложений в AppStore в РФ29 января 2025,"В магазине приложений для смартфонов Huawei App Gallery число скачиваний приложения превысило 2 млн, и оно также входит в топ популярных."
248,https://tass.ru/opinions/22993927,"Мнение""Момент спутника"": поставила ли DeepSeek под вопрос лидерство США в сфере ИИ28 января 2025","На рынке представлены и китайские чипы, такие как Ascend от Huawei, которые приближаются к техническим характеристикам продуктов Nvidia, хотя и не способны пока составить им прямую конкуренцию."
249,https://tass.ru/opinions/22993927,"Мнение""Момент спутника"": поставила ли DeepSeek под вопрос лидерство США в сфере ИИ28 января 2025","Также Трамп значительно усилил давление на китайские технологические компании, в частности Huawei, под предлогом исходящих от нее угроз национальной безопасности США."
250,https://tass.ru/opinions/22993927,"Мнение""Момент спутника"": поставила ли DeepSeek под вопрос лидерство США в сфере ИИ28 января 2025","Читайте также Huawei vs USA: битва китайской компании с экономикой номер один в мире Однако сегодня, во время своего второго президентского срока, Трамп проявляет заметную осторожность в диалоге с Пекином."
251,https://tass.ru/ekonomika/22994027,Эксперты: DeepSeek может стать революционной для рынка28 января 2025,"Более того, китайские разработчики разместили данную модель на чипах Huawei."
252,https://tass.ru/mezhdunarodnaya-panorama/22968003,Axios: Трамп в начале срока проявляет более сдержанный подход к Китаю25 января 2025,"Также Трамп значительно усилил давление на китайские технологические компании, в частности Huawei, под предлогом исходящих от нее угроз национальной безопасности США."
253,https://tass.ru/opinions/22954743,МнениеПекин надеется на Трампа 2.0: какие веяния после инаугурации23 января 2025,"Сам же Трамп, ссылаясь на угрозы национальной безопасности, пытался раздавить коммуникационную корпорацию Huawei, но особого эффекта это не имело."
254,https://tass.ru/ekonomika/22950615,Nikkei: у Трампа меньше рычагов давления на КНР по сравнению с первым сроком23 января 2025,"Также Трамп значительно усилил давление на китайские технологические компании, в частности Huawei, под предлогом исходящих от нее угроз национальной безопасности США."
255,https://tass.ru/ekonomika/22948935,В РФ начались продажи складного смартфона Huawei Mate X623 января 2025,"В РФ начались продажи складного смартфона Huawei Mate X6 ТАСС Медиа > 65 млн фото и видео Военная операция на Украине Ситуация вокруг Гренландии Столкновение поездов в Испании Сюжеты ТАСС Медиа Пресс-центр Видео Все материалы Экономика Происшествия Политика Общество Спорт В мире В стране Нацпроекты Недвижимость Малый бизнес Армия и ОПК Культура Наука Космос Госсовет Новости партнеров Пресс-релизы Биографии и справки Москва Московская область Северо-Запад Большой Урал Сибирь Арктика Главная Экономика и бизнес В РФ начались продажи складного смартфона Huawei Mate X6 В Китае продажи смартфонов начались 6 декабря 2024 года 23 января 2025, 06:06 © Михаил Метцель/ ТАСC МОСКВА, 23 января."
256,https://tass.ru/ekonomika/22948935,В РФ начались продажи складного смартфона Huawei Mate X623 января 2025,/ТАСС/ Продажи новых двойных складных смартфонов Huawei Mate X6 начались в России.
257,https://tass.ru/ekonomika/22941171,FT: материнская компания TikTok планирует потратить $12 млрд на чипы для ИИ22 января 2025,"Около 60% полупроводников будут, по их данным, приобретены у китайских компаний, таких как Huawei, остальная часть будет потрачена на чипы Nvidia."
