序号,链接,标题,匹配语料
182,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,"Кроме того, компания Huawei сыграла важную роль в процессе лицензирования компании PlantSnap, необходимого для публикации и реализации ее приложения на территории континентального Китая, где в настоящее время насчитывается свыше 850 миллионов потенциальных пользователей."
183,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,"Активно сотрудничая с магазином приложений Huawei AppGallery, компания PlantSnap стремится к повышению качества обслуживания своего непрерывно растущего сообщества любителей растений и природы по всему миру."
184,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,"""Компания PlantSnap очень рада сотрудничеству с Huawei и появлению своего продукта в AppGallery."
185,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,"Техническая поддержка со стороны Huawei ""Компания Huawei предоставила нам все возможности, начиная с телефонов для тестирования и заканчивая выделением средств на совместный маркетинг и развитие партнерства, ― сообщил г-н Ральс."
186,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,"В данное приложение интегрированы многие инструментальные пакеты Huawei, включая Account Kit, In-App Purchases Kit, Analytics Kit, Remote Configuration, Auth Service, Push Kit, Location Kit и другие."
187,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,Более подробная информация представлена на сайте Huawei Developer по адресу или на форуме Huawei Developer по адресу https://forums.
188,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,jpg КОНТАКТНАЯ ИНФОРМАЦИЯ: huaweiappgallery@huawei.
189,https://tass.ru/press-relizy/10102801,Популярное мобильное приложение PlantSnap появилось в магазине AppGallery26 ноября 2020,"— Без помощи Huawei мы не смогли бы получить доступа к этому рынку""."
190,https://tass.ru/press-relizy/10102909,Приложение Eyecon для пользователей мобильной связи появилось в магазине AppGallery26 ноября 2020,"Техническая поддержка со стороны Huawei В приложение Eyecon интегрировано семь базовых инструментальных пакетов экосистемы Huawei Mobile Services (HMS), что подтверждает доверие его разработчиков к компании Huawei и эффективность этого партнерства."
191,https://tass.ru/press-relizy/10102909,Приложение Eyecon для пользователей мобильной связи появилось в магазине AppGallery26 ноября 2020,"""Наше партнерство с компанией Huawei стало идеальным союзом с первого дня."
192,https://tass.ru/press-relizy/10102909,Приложение Eyecon для пользователей мобильной связи появилось в магазине AppGallery26 ноября 2020,Более подробная информация представлена на сайте Huawei Developer по адресу или на форуме Huawei Developer по адресу https://forums.
193,https://tass.ru/press-relizy/10102909,Приложение Eyecon для пользователей мобильной связи появилось в магазине AppGallery26 ноября 2020,jpg КОНТАКТНАЯ ИНФОРМАЦИЯ: huaweiappgallery@huawei.
194,https://tass.ru/press-relizy/10102909,Приложение Eyecon для пользователей мобильной связи появилось в магазине AppGallery26 ноября 2020,"Huawei IAP позволяет пользователям приобретать версию Eyecon Premium, обеспечивающую возможности полной защиты от спама, использования более 40 фирменных заставок, загрузки большего числа фотографий, VIP-поддержки и отключения рекламы."
195,https://tass.ru/press-relizy/10102909,Приложение Eyecon для пользователей мобильной связи появилось в магазине AppGallery26 ноября 2020,"Взаимодействие между Huawei и Eyecon отличается высочайшей согласованностью, и мы надеемся на многолетнее сотрудничество"", — заявил соучредитель и исполнительный директор Eyecon Ювал Самсон (Yuval Samson)."
196,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,"При этом даже на максимальной громкости звучание Huawei Sound не ""разваливается"": технология Devialet SAM (Speaker Active Matching) в реальном времени мониторит нагрузку на каждый из динамиков и в случае перегрузки одного из них автоматически вносит коррективы в звук."
197,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,"Четвертый динамик - это четырехдюймовый 40-ваттный сабвуфер, благодаря которому Huawei умеет воспроизводить низкие частоты вплоть до 40 Гц, что редкость для беспроводного аудио."
198,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,Внешне Huawei Sound сильно отличается от привычной беспроводной колонки.
199,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,"Она есть и в собственных продуктах компании, которые стоят существенно дороже, чем новинка Huawei."
200,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,"Именно эту проблему Huawei попытались решить своей новой беспроводной колонкой Huawei Sound, разработанной совместно с французским производителем премиум-акустики Devialet."
201,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,Некоторые из них были реализованы в Huawei Sound.
202,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,"Это значит, что упругий и густой саб-бас, ставший в последние годы отличительной особенностью современной поп- и рэп-музыки, будет отчетливо слышен на Huawei Sound в каждом треке."
203,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,Продажи Huawei Sound в черном цвете в России начнутся 25 ноября.
204,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,"А чтобы тонко настроить параметры колонки, нужно скачать из магазина AppGallery приложение Huawei AI Life (4+)."
205,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,Благодаря поддержке функции OneHop подключить Huawei Sound к смартфону Huawei особенно просто.
206,https://tass.ru/obschestvo/10092649,Hi-Fi-аудио в стильном корпусе: в России вышла беспроводная колонка Huawei Sound25 ноября 2020,"К устройствам, не входящим в экосистему Huawei, колонку Sound можно подключить и традиционными способами - через Bluetooth или AUX-кабель."
207,https://tass.ru/ekonomika/10091791,"Резидент ""Сколково"" поможет развитию искусственного интеллекта в ОАЭ25 ноября 2020","Первый с компанией Huawei (""Хуавей"") - алгоритмы VisionLabs будут интегрированы в серию продуктов ATLAS, которые специально созданы для использования моделей глубокого машинного обучения."
208,https://tass.ru/mezhdunarodnaya-panorama/10090091,Федеральная комиссия по связи США отказалась исключить ZTE из списка угроз нацбезопасности25 ноября 2020,Компания Huawei неоднократно опровергала критику в свой адрес.
209,https://tass.ru/mezhdunarodnaya-panorama/10090091,Федеральная комиссия по связи США отказалась исключить ZTE из списка угроз нацбезопасности25 ноября 2020,"В августе 2018 года Трамп подписал указ, который запретил правительственным ведомствам США использовать оборудование, произведенное Huawei и ZTE."
210,https://tass.ru/mezhdunarodnaya-panorama/10090091,Федеральная комиссия по связи США отказалась исключить ZTE из списка угроз нацбезопасности25 ноября 2020,"Оно запрещало использовать средства из фонда комиссии на закупку оборудования и получение услуг от Huawei и ZTE, а также от их дочерних и материнских компаний."
211,https://tass.ru/mezhdunarodnaya-panorama/10090091,Федеральная комиссия по связи США отказалась исключить ZTE из списка угроз нацбезопасности25 ноября 2020,"В результате Минторг США с 17 мая прошлого года внес Huawei в черный список из-за угрозы национальной безопасности, что серьезно ограничило возможности компании закупать высокотехнологичное оборудование в Соединенных Штатах."
212,https://tass.ru/mezhdunarodnaya-panorama/10090091,Федеральная комиссия по связи США отказалась исключить ZTE из списка угроз нацбезопасности25 ноября 2020,"Представители американских властей неоднократно утверждали, что Huawei и ZTE представляют угрозу безопасности страны."
213,https://tass.ru/mezhdunarodnaya-panorama/10090091,Федеральная комиссия по связи США отказалась исключить ZTE из списка угроз нацбезопасности25 ноября 2020,Решение о признании китайских телекоммуникационных компаний Huawei и ZTE угрозой для национальной безопасности США было принято FCC в июне.
214,https://tass.ru/mezhdunarodnaya-panorama/10090091,Федеральная комиссия по связи США отказалась исключить ZTE из списка угроз нацбезопасности25 ноября 2020,В августе 2019 года в США вступил в силу запрет на закупку и использование американскими государственными учреждениями телекоммуникационного оборудования китайских компаний ZTE и Huawei.
215,https://tass.ru/ekonomika/10081303,FT: кабмин Британии внес в парламент проект штрафов за установку оборудования Huawei24 ноября 2020,"Ранее действующий президент США Дональд Трамп неоднократно предупреждал руководство Великобритании о том, что сотрудничество королевства с Huawei якобы угрожает национальной безопасности."
216,https://tass.ru/ekonomika/10081303,FT: кабмин Британии внес в парламент проект штрафов за установку оборудования Huawei24 ноября 2020,") в день в отношении британских компаний, нарушающих решение о поэтапном выводе из национальных сетей оборудования китайской компании Huawei, предусмотрены законопроектом, который представляет во вторник в парламенте правительство Соединенного Королевства."
217,https://tass.ru/ekonomika/10081303,FT: кабмин Британии внес в парламент проект штрафов за установку оборудования Huawei24 ноября 2020,"Решение о выведении оборудования Huawei было принято Лондоном, после того как Вашингтон ввел новые санкции против китайской компании, а британский Национальный центр кибербезопасности подготовил отчет о рисках сотрудничества с ней."
218,https://tass.ru/ekonomika/10081303,FT: кабмин Британии внес в парламент проект штрафов за установку оборудования Huawei24 ноября 2020,"Цель новой законодательной инициативы, по данным издания, - воспрепятствовать возможным попыткам британских телекоммуникационных компаний обойти законодательные правила и использовать уже закупленное оборудование Huawei в сетях 5G."
219,https://tass.ru/ekonomika/10081303,FT: кабмин Британии внес в парламент проект штрафов за установку оборудования Huawei24 ноября 2020,"Британские власти ранее объявили о том, что с 31 декабря этого года операторы связи в стране не смогут приобретать оборудование 5G у Huawei, а к 2027 году вся продукция этой китайской корпорации в британских сетях пятого поколения будет заменена на аналоги, произведенные другими компаниями."
220,https://tass.ru/mezhdunarodnaya-panorama/10079177,Reuters: полиция Канады не требовала паролей к устройствам связи финдиректора Huawei24 ноября 2020,Канада США Китай Задержание финансового директора Huawei © Информационное агентство ТАСС Свидетельство о регистрации СМИ №03247 выдано 02 апреля 1999 г.
221,https://tass.ru/mezhdunarodnaya-panorama/10079177,Reuters: полиция Канады не требовала паролей к устройствам связи финдиректора Huawei24 ноября 2020,"В Соединенных Штатах Huawei, ее дочерним структурам и самой Мэн Ваньчжоу предъявлены обвинения по 23 пунктам, включая промышленный шпионаж и нарушение американских санкций против Ирана."
222,https://tass.ru/mezhdunarodnaya-panorama/10079177,Reuters: полиция Канады не требовала паролей к устройствам связи финдиректора Huawei24 ноября 2020,"Даливал заверил суд, что вместе с напарником они забрали электронные устройства финдира Huawei и положили их в специальные камеры хранения, но не требовали предоставить им пароли от них, как и не собирались искать в этих устройствах какую-либо информацию."
223,https://tass.ru/mezhdunarodnaya-panorama/10079177,Reuters: полиция Канады не требовала паролей к устройствам связи финдиректора Huawei24 ноября 2020,Читайте также США против Huawei.
224,https://tass.ru/mezhdunarodnaya-panorama/10079177,Reuters: полиция Канады не требовала паролей к устройствам связи финдиректора Huawei24 ноября 2020,Сотрудники канадской полиции после задержания финансового директора китайской компании Huawei Мэн Ваньчжоу в декабре 2018 года не требовали у пограничной службы предоставить им пароли от ее электронных устройств связи.
225,https://tass.ru/mezhdunarodnaya-panorama/10079177,Reuters: полиция Канады не требовала паролей к устройствам связи финдиректора Huawei24 ноября 2020,В конце 2018 года между Оттавой и Пекином возникли дипломатические трения из-за ситуации с задержанием финансового директора Huawei.
226,https://tass.ru/ekonomika/10072903,Китай создал крупнейшую сеть со стандартом связи 5G23 ноября 2020,"В этом мегаполисе расположены основные научно-исследовательские мощности в области 5G многих китайских компаний, в том числе телекоммуникационного гиганта Huawei, у которого здесь находится центр по разработке чипов и смартфонов, работающих на новом стандарте связи."
227,https://tass.ru/ekonomika/10053293,Продажа флагманского смартфона Huawei Mate 40 Pro стартовала в России20 ноября 2020,"Основная камера Huawei Mate 40 Pro имеет ультраширокоугольный объектив с модулем 50 МП для ярких и детализированных фото даже при недостаточном освещении, кинообъектив с модулем 20 МП для записи видео, а также телеобъектив перископной конструкции 12 МП, поддерживающий 10-кратное гибридное приближение и 50-кратное оптическое приближение."
228,https://tass.ru/ekonomika/10053293,Продажа флагманского смартфона Huawei Mate 40 Pro стартовала в России20 ноября 2020,Продажа флагманского смартфона Mate 40 Pro компании Huawei стартовала в России.
229,https://tass.ru/ekonomika/10053293,Продажа флагманского смартфона Huawei Mate 40 Pro стартовала в России20 ноября 2020,Вместе с флагманом на российский рынок также выходят беспроводные полноразмерные наушники Huawei FreeBuds Studio и умная музыкальная колонка Huawei Sound.
230,https://tass.ru/ekonomika/10053293,Продажа флагманского смартфона Huawei Mate 40 Pro стартовала в России20 ноября 2020,"""Предзаказ нового смартфона Huawei Mate 40 Pro стартовал в России 10 ноября."
231,https://tass.ru/ekonomika/10053293,Продажа флагманского смартфона Huawei Mate 40 Pro стартовала в России20 ноября 2020,"Безрамочный Flex OLED-экран Huawei Mate 40 Pro имеет диагональ 6,76 дюйма."
232,https://tass.ru/mezhdunarodnaya-panorama/10016655,СтатьяПродолжить столкновение,Судьбу китайского IT-гиганта Huawei на американском рынке решит столкновение лоббистов в высоких коридорах.
233,https://tass.ru/ekonomika/10018831,Huawei объявила о продаже бренда смартфонов Honor17 ноября 2020,"Минторг США 17 мая 2019 года внес Huawei в черный список, ссылаясь на угрозу национальной безопасности, что серьезно ограничило возможности фирмы закупать высокотехнологичное оборудование в Соединенных Штатах."
234,https://tass.ru/ekonomika/10018831,Huawei объявила о продаже бренда смартфонов Honor17 ноября 2020,"> решила продать все активы компании Honor компании Shenzhen Zhixin New Information Technology"", - говорится в пресс-релизе Huawei."
235,https://tass.ru/ekonomika/10018831,Huawei объявила о продаже бренда смартфонов Honor17 ноября 2020,Китайская телекоммуникационная корпорация Huawei во вторник объявила о продаже части своего бизнеса по производству смартфонов под брендом Honor.
236,https://tass.ru/ekonomika/10018831,Huawei объявила о продаже бренда смартфонов Honor17 ноября 2020,"Читайте также 1 Reuters: Huawei планирует продать бренд смартфонов Honor за $15,2 млрд 2 FT: Huawei планирует создать предприятие по производству чипов в ответ на ограничения США ""Huawei <."
237,https://tass.ru/ekonomika/10018831,Huawei объявила о продаже бренда смартфонов Honor17 ноября 2020,"Отмечается, что после завершения сделки Huawei ""не будет владеть акциями или участвовать в управлении и принятии решений в новой компании Honor""."
238,https://tass.ru/ekonomika/10017391,Huawei оснастит ЦОД в ОАЭ облачной платформой для ускорения перехода к Индустрии 4.017 ноября 2020,"В Huawei уверены, что облачные сервисы - путь к ускорению цифровизации и цифрового обновления как государственных, так и корпоративных организаций."
239,https://tass.ru/ekonomika/10017391,Huawei оснастит ЦОД в ОАЭ облачной платформой для ускорения перехода к Индустрии 4.017 ноября 2020,Huawei Cloud Stack станет первым в своем роде сервисом для облачных вычислений на Ближнем Востоке.
240,https://tass.ru/ekonomika/10017391,Huawei оснастит ЦОД в ОАЭ облачной платформой для ускорения перехода к Индустрии 4.017 ноября 2020,Управление электроэнергетики и водоснабжения Дубая (DEWA) и технологическая компания Huawei подписали соглашение о запуске многопользовательской платформы Huawei Cloud Stack для облачных вычислений на базе центра обработки данных (ЦОД) Moro Hub.
241,https://tass.ru/ekonomika/10017391,Huawei оснастит ЦОД в ОАЭ облачной платформой для ускорения перехода к Индустрии 4.017 ноября 2020,Huawei оснастит ЦОД в ОАЭ облачной платформой для ускорения перехода к Индустрии 4.
242,https://tass.ru/ekonomika/9999923,Каким может стать российское оборудование 5G?14 ноября 2020,"Так, отмечают в Сколтехе, некоторые решения OpenRAN позволяют снизить стоимость владения сетью для операторов на 15% по сравнению с использованием иностранного оборудования традиционных вендоров (Nokia, Ericsson, Huawei, ZTE и Samsung), звучат также оценки и об экономии капитальных и операционных затрат на 30-40%."
243,https://tass.ru/ekonomika/9999923,Каким может стать российское оборудование 5G?14 ноября 2020,"""Если серийные образцы появятся в 2022-2023 годах, то в лучшем сценарии масштабная альтернатива четырем мировым гигантам - Huawei, Ericsson, Nokia и Samsung - появится не ранее 2024 года"", - отметил он."
244,https://tass.ru/ekonomika/9995645,"Россияне купили на AliExpress за время распродажи ""11.11"" товаров на 19","В топ-5 также вошли Xiaomi Redmi Note 9 Pro, Apple iPhone 11 64GB, ноутбук Huawei Matebook D 15, Apple iPhone XR 64 GB."
245,https://tass.ru/ekonomika/9994771,Шведский регулятор обжалует решение суда о снятии запрета для Huawei по сетям 5G13 ноября 2020,Управление почты и телекоммуникаций отложит проведение аукционов частот для сетей 5G и обжалует решение Административного суда Стокгольма временно снять запрет регулятора о закрытии для китайской компании Huawei шведского рынка в сфере оборудования для нового поколения мобильной связи.
246,https://tass.ru/ekonomika/9994771,Шведский регулятор обжалует решение суда о снятии запрета для Huawei по сетям 5G13 ноября 2020,Одним из условий участия в аукционах является полное отсутствие продуктов Huawei в разворачиваемых новых системах.
247,https://tass.ru/ekonomika/9994771,Шведский регулятор обжалует решение суда о снятии запрета для Huawei по сетям 5G13 ноября 2020,"Административный суд Стокгольма принял в понедельник решение временно снять запрет Управления почты и телекоммуникаций в преддверии первых аукционов частот для сетей 5G о закрытии для китайской компании Huawei шведского рынка в сфере оборудования для нового поколения мобильной связи после того, как Huawei обжаловала это решение."
248,https://tass.ru/mezhdunarodnaya-panorama/9993965,Пекин осудил указ Трампа о запрете инвестиций в китайские компании,"Всего в нем числится 31 предприятие, в том числе Huawei."
249,https://tass.ru/ekonomika/9990511,Трамп подписал указ о запрете инвестиций в китайские компании,"Всего в нем числится 31 предприятие, в том числе Huawei."
250,https://tass.ru/press-relizy/9982609,Honor заявляет о глобальном присутствии Honor 10X Lite12 ноября 2020,"Воплощайте свои идеи в жизнь с эффективными технологиями HONOR Помимо обслуживания экосистемы Huawei Mobile Services, инновационное оборудование HONOR предназначено для содействия молодым профессионалам в претворении их идей в жизнь независимо от их местонахождения."
251,https://tass.ru/press-relizy/9982609,Honor заявляет о глобальном присутствии Honor 10X Lite12 ноября 2020,"Этот проект реализуется открытой платформой Huawei Mobile Services, предлагающей сторонним разработчикам массу возможностей для создания и оптимизации своих приложений."
252,https://tass.ru/ekonomika/9961965,Reuters: Huawei планирует продать бренд смартфонов Honor за $15,"Минторг США 17 мая 2019 года внес Huawei в черный список, ссылаясь на угрозу национальной безопасности, что серьезно ограничило возможности фирмы закупать высокотехнологичное оборудование в Соединенных Штатах."
253,https://tass.ru/ekonomika/9961965,Reuters: Huawei планирует продать бренд смартфонов Honor за $15,"По информации агентства, Huawei может объявить о продаже своего бренда уже в воскресенье."
254,https://tass.ru/ekonomika/9961965,Reuters: Huawei планирует продать бренд смартфонов Honor за $15,"Бренд Honor был основан Huawei в 2013 году, под этой маркой производятся доступные смартфоны, ноутбуки и другая электроника."
255,https://tass.ru/ekonomika/9961965,Reuters: Huawei планирует продать бренд смартфонов Honor за $15,"Китайская телекоммуникационная компания Huawei планирует продать часть своего бизнеса по производству смартфонов под брендом Honor консорциуму, состоящему из IT-компании Digital China и по меньшей мере трех инвестиционных фирм, действующих при поддержке властей города Шэньчжэнь, где находится штаб-квартира Huawei."
256,https://tass.ru/ekonomika/9961965,Reuters: Huawei планирует продать бренд смартфонов Honor за $15,"В октябре агентство со ссылкой на источники сообщило, что Huawei рассматривает возможность продажи бренда Honor, в основном ориентированного на молодежь, поскольку в условиях санкций властей США хочет сосредоточится на производстве флагманских и дорогих смартфонов под собственной маркой."
257,https://tass.ru/ekonomika/9955503,В Швеции отложили аукционы частот для сетей 5G после апелляции Huawei10 ноября 2020,"""Административный суд Стокгольма сегодня постановил, что условие лицензии, касающейся запрета для Huawei в отношении распределения полос 3,5 ГГц и 2,3 ГГц, в настоящее время не применяется."
258,https://tass.ru/ekonomika/9955503,В Швеции отложили аукционы частот для сетей 5G после апелляции Huawei10 ноября 2020,Одним из условий участия в аукционах является полное отсутствие продуктов Huawei в разворачиваемых новых системах.
259,https://tass.ru/ekonomika/9955503,В Швеции отложили аукционы частот для сетей 5G после апелляции Huawei10 ноября 2020,"Административный суд Стокгольма принял в понедельник решение временно снять запрет Управления почты и телекоммуникаций в преддверии первых аукционов частот для сетей 5G о закрытии для китайской компании Huawei шведского рынка в сфере оборудования для нового поколения мобильной связи после того, как Huawei обжаловала это решение."
260,https://tass.ru/ekonomika/9955503,В Швеции отложили аукционы частот для сетей 5G после апелляции Huawei10 ноября 2020,"В частности, суд определил, что решение управления затрагивает права компании Huawei настолько, что та может его обжаловать"", - говорится в решении судебной инстанции."
261,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,Разработанная компанией Huawei система Smart Modular Data Center 5.
262,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,"Подразделение Huawei Digital Power продолжит внедрение инноваций и интеграцию ИКТ, алгоритмов ИИ, интеллектуальных средств связи и инфраструктуры для обеспечения автоматизации центров обработки данных, используя интеллектуальный потенциал с целью создания реальных ценностей для клиентов."
263,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,О компании Huawei Компания Huawei является одним из ведущих мировых поставщиков инфраструктур и интеллектуальных устройств на основе современных информационно-коммуникационных технологий (ИКТ).
264,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,Инновационная деятельность компании Huawei ориентирована на удовлетворение потребностей клиентов.
265,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,"Частная компания Huawei, основанная в 1987 году, полностью принадлежит своим сотрудникам."
266,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,"Целостный ассортимент продуктов, технологий и услуг компании Huawei отличается как конкурентоспособностью, так и надежностью."
267,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,"И наконец, становится возможным гибкое увеличение емкости за счет того, что в рамках решения Huawei Smart Modular Data Center 5."
268,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,Huawei Smart Modular Data Center 5.
269,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,28 октября 2020 года на форуме Digital Power Summit 2020 компания Huawei представила свой центр обработки данных нового поколения Smart Modular Data Center 5.
270,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,"Более того, с учетом значительно более низких требований к чистой высоте, Huawei Modular Data Center 5."
271,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,Более подробная информация представлена на сайте компании Huawei по адресу: www.
272,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,com/media/1328428/Huawei_Launches_Smart_Modular_Data_Center_5_0.
273,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.
274,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,В интеллектуальном модульном центре обработки данных Huawei Smart Modular Data Center 5.
275,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,В модульном центре обработки данных Huawei Smart Modular Data Center 5.
276,https://tass.ru/press-relizy/9947359,Путь к цифровизации энергетики: Huawei представляет Smart Modular Data Center 5.009 ноября 2020,zhangshuo@huawei.
277,https://tass.ru/novosti-partnerov/9902489,Крупнейшие киберучения и конференция по кибербезопасности пройдут 12-17 ноября онлайн03 ноября 2020,"В конференционной программе запланированы доклады, мастер-классы и демонстрации от экспертов с мировым именем, включая профессионалов из Cyber R&D Lab, EPAM, Hack in The Box, Positive Technologies, Trend Micro, ESET, Microsoft, Huawei и др."
278,https://tass.ru/ekonomika/9900563,На платформах Alibaba идут предварительные распродажи перед Днем холостяка 11 ноября03 ноября 2020,"Среди таких компаний, в частности, Nike, Adidas, Apple, Huawei, L'Oreal, Estee Lauder и многие другие китайские и зарубежные бренды."
279,https://tass.ru/ekonomika/9885151,FT: Huawei планирует создать предприятие по производству чипов в ответ на ограничения США01 ноября 2020,"17 августа Министерство торговли США ввело ограничения в отношении 38 дочерних компаний Huawei по доступу к продукции, произведенной с использованием американских технологий и программного обеспечения."
